78,76.29,80.74,69.58,,75.14,,64.71,,,53.06,79.01,78.49,,,,74.27,66.07,57.58,,,,,62.35,64.42,62.95,,65.01,55.21,61.41,65.73,,,,,,66.12,56.71,,75.21,,64.84,,59.4,54.13,,67.4,65.15,70.22,,69.87,
81,79.25,81.93,68.42,,77.62,,,,,54.15,80.55,78.02,,,,74.82,,55.73,,,,,61.58,67.01,60.86,,65.51,56.15,61.75,,,,,,,64.37,56.46,,74.9,,66.45,,59.38,55.25,,69.05,65.32,72.43,,70.09,
84,79.93,85.87,68.29,,77.51,,,,,56.61,79.11,78.5,,,,75.9,,55.65,,,,,64.3,66.13,60.88,,,58.11,,,,,,,,64.96,55.03,,72.68,,68.73,,62.03,55.09,,68.22,,70.76,,70.48,
87,78.43,84.92,,,75.87,,,,,57.46,82.12,81.1,,,,78.43,,57.73,,,,,63.65,65.87,58.2,,,58.81,,,,,,,,61.8,,,74.43,,66.8,,61.76,55.24,,73.15,,69.12,,71.09,
90,76.3,87.78,,,78.94,,,,,56.34,82.18,82.2,,,,79.6,,56.07,,,,,66.21,67.78,63.37,,,60.48,,,,,,,,,,,76.47,,65.04,,62,58.19,,74.24,,70.46,,71.58,
93,81.33,85.49,,,80.41,,,,,57.52,81.48,82.18,,,,80.67,,58.09,,,,,64.27,65.44,64.02,,,60.97,,,,,,,,,,,76.61,,64.33,,61.24,54.78,,72.36,,,,72.61,
96,77.72,85.75,,,76.44,,,,,55.45,81.95,80.88,,,,81.94,,57.75,,,,,65.05,66.04,,,,60.75,,,,,,,,,,,77.1,,66.5,,61.86,55.05,,72.46,,,,70.1,
99,78.2,84.66,,,76.2,,,,,59.13,80.22,83.57,,,,81.35,,57.01,,,,,63.72,66.09,,,,60.62,,,,,,,,,,,77.5,,65.79,,61.04,55.13,,72.59,,,,70.11,
102,,84.65,,,76.55,,,,,58.96,83.14,87.28,,,,81.29,,57.8,,,,,65.13,65.78,,,,62.29,,,,,,,,,,,76.52,,65.34,,62.2,56.71,,75.53,,,,68.42,
105,,85.22,,,74.46,,,,,58.13,83.71,89.51,,,,81.54,,56.26,,,,,64.31,64.28,,,,63.94,,,,,,,,,,,77.43,,65.04,,63.08,55.83,,74.25,,,,68.98,
108,,79.24,,,73.17,,,,,58.4,81.38,91.45,,,,81.47,,56.73,,,,,63.01,63.12,,,,64.02,,,,,,,,,,,73.08,,65.12,,62.89,56.3,,73.48,,,,70,
111,,79.64,,,77.68,,,,,58.56,81.22,89.49,,,,81.38,,57.5,,,,,,,,,,60.55,,,,,,,,,,,72.83,,65.72,,62.8,57.1,,73.61,,,,71.34,
114,,,,,77.57,,,,,58.34,82.3,87.76,,,,80.54,,57.66,,,,,,,,,,63.19,,,,,,,,,,,73.49,,66.15,,62.73,57.22,,75.48,,,,72.05,
117,,,,,78.46,,,,,58,79.91,86.73,,,,82.49,,58,,,,,,,,,,63.17,,,,,,,,,,,,,64.76,,61.57,58.41,,74.91,,,,70.14,
120,,,,,78.52,,,,,57.77,79.28,86.1,,,,82.99,,59.81,,,,,,,,,,64.56,,,,,,,,,,,,,66.45,,,57.31,,72.29,,,,70.44,
123,,,,,81.76,,,,,57.86,79.62,85.78,,,,83.43,,61.83,,,,,,,,,,62.99,,,,,,,,,,,,,62.86,,,58.8,,,,,,70.71,
126,,,,,81.65,,,,,57.99,75.54,,,,,82.83,,60.97,,,,,,,,,,64.24,,,,,,,,,,,,,63.41,,,57.8,,,,,,71.21,
129,,,,,79.48,,,,,55.48,75.15,,,,,84.57,,65.21,,,,,,,,,,65.02,,,,,,,,,,,,,65.37,,,57.32,,,,,,,
132,,,,,79.99,,,,,55.87,69.94,,,,,84.74,,63.4,,,,,,,,,,64.7,,,,,,,,,,,,,,,,58.26,,,,,,,
135,,,,,80.39,,,,,56.36,,,,,,87.25,,65.74,,,,,,,,,,65.59,,,,,,,,,,,,,,,,58.02,,,,,,,
138,,,,,81.3,,,,,58.77,,,,,,83.32,,65.83,,,,,,,,,,64.42,,,,,,,,,,,,,,,,58.08,,,,,,,
141,,,,,81.35,,,,,59.19,,,,,,79.32,,66.92,,,,,,,,,,65.3,,,,,,,,,,,,,,,,60.28,,,,,,,
144,,,,,80.36,,,,,59.77,,,,,,79.34,,67.32,,,,,,,,,,65.65,,,,,,,,,,,,,,,,60.64,,,,,,,
147,,,,,80.66,,,,,60.47,,,,,,,,69.78,,,,,,,,,,65.93,,,,,,,,,,,,,,,,60.87,,,,,,,
150,,,,,80.42,,,,,63.43,,,,,,,,71.33,,,,,,,,,,65.45,,,,,,,,,,,,,,,,60.66,,,,,,,
153,,,,,79.18,,,,,62.18,,,,,,,,70.5,,,,,,,,,,65.02,,,,,,,,,,,,,,,,60.86,,,,,,,
156,,,,,80.85,,,,,62.62,,,,,,,,72.84,,,,,,,,,,65.82,,,,,,,,,,,,,,,,62.08,,,,,,,
159,,,,,,,,,,65.69,,,,,,,,71.35,,,,,,,,,,66.99,,,,,,,,,,,,,,,,60.77,,,,,,,
162,,,,,,,,,,64.1,,,,,,,,71.54,,,,,,,,,,65.22,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,62.71,,,,,,,,72.07,,,,,,,,,,64.37,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,63.47,,,,,,,,72.1,,,,,,,,,,66.28,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,66.03,,,,,,,,69.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,66.26,,,,,,,,69.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,65.53,,,,,,,,71.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,69.21,,,,,,,,71.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,69.37,,,,,,,,70.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,69.54,,,,,,,,71.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,71.22,,,,,,,,69.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,70.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,71.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,72.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,75.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,72.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
